51,53,49,43,44,61,47,50,44,49,53,60,48,51,57,54,50,50,46,51,52,49,46,49,60,45,48,52,45,54,45,37
52,52,60,56,57,48,51,52,47,48,16,54,45,52,47,45,54,42,56,45,45,43,48,43,56,56,48,45,55,53,51,52
54,47,61,46,50,51,78,47,55,50,52,51,54,57,52,49,49,51,50,42,41,49,47,61,55,57,55,20,49,50,60,54
52,48,40,35,50,53,54,46,46,43,53,46,75,51,50,49,45,51,60,46,60,45,46,49,54,49,57,56,60,43,40,50
47,50,55,57,42,51,53,39,49,43,60,47,47,48,52,48,54,54,54,42,47,63,43,75,50,46,55,47,51,58,43,58
38,52,52,59,52,42,53,52,46,52,47,54,52,56,50,57,56,49,47,44,53,50,58,58,41,52,55,55,45,43,52,49
56,35,56,50,57,48,56,62,59,52,55,30,41,49,49,47,46,49,49,53,47,44,68,58,56,46,53,47,45,50,51,50
39,51,47,42,56,52,40,45,48,45,35,44,53,48,48,57,57,53,45,51,44,56,52,49,52,54,51,51,61,59,50,53
49,52,53,47,53,53,46,50,52,58,51,44,44,54,56,55,55,52,46,55,48,50,51,50,59,52,36,70,48,52,66,42
47,43,50,47,55,46,56,59,43,63,46,51,56,49,56,59,40,45,55,56,50,52,49,52,56,59,49,49,59,52,44,43
49,54,51,40,46,54,50,45,41,53,54,46,68,43,40,48,42,48,51,49,50,46,49,48,69,44,46,42,34,62,42,48
46,48,41,44,51,45,53,55,48,57,67,42,48,46,51,55,58,51,46,48,53,49,54,54,51,52,52,47,49,48,58,51
51,51,57,58,54,53,53,49,46,49,64,68,44,59,55,50,51,40,49,50,53,64,49,34,35,44,39,50,49,48,49,52
58,46,52,58,53,51,41,44,46,52,60,54,60,43,50,46,59,51,56,60,46,63,55,56,60,54,56,47,60,39,45,46
50,58,55,48,60,45,41,50,48,56,55,40,55,60,40,53,49,53,50,33,48,53,45,52,33,56,62,46,63,46,51,53
47,59,62,65,40,58,48,40,64,37,55,58,60,40,59,52,53,48,49,54,47,57,42,38,59,40,59,65,56,47,60,59
39,65,38,44,46,55,50,56,45,60,35,47,58,53,50,44,47,51,50,58,49,53,53,47,46,54,45,49,41,52,59,60
52,60,58,43,46,43,45,48,44,41,40,46,45,53,53,54,56,58,43,63,56,48,53,48,46,56,42,48,45,48,51,52
47,54,58,42,57,43,51,55,57,63,44,48,51,33,49,52,45,48,38,45,32,47,53,55,61,51,64,50,46,51,55,51
54,55,42,48,39,55,48,53,39,44,51,36,48,55,55,47,58,35,54,49,58,54,40,68,47,52,63,48,43,53,50,46
52,37,52,54,38,39,58,53,69,44,58,54,44,58,63,60,58,48,35,59,55,51,54,56,50,46,50,56,44,49,51,45
47,49,40,38,46,48,43,52,58,57,50,46,49,46,47,41,59,44,47,60,42,37,44,43,47,47,54,61,45,56,41,51
44,51,33,53,39,50,44,55,56,44,45,62,48,46,51,54,54,48,56,50,49,43,51,57,48,48,53,50,60,47,63,58
52,39,41,60,51,49,53,49,46,46,46,45,53,44,45,40,57,59,48,59,54,44,48,53,48,51,50,45,52,49,50,39
50,50,45,52,52,54,47,39,50,59,46,43,50,46,38,51,50,52,60,58,46,52,51,49,56,48,50,64,38,54,48,45
48,54,50,42,47,51,44,52,52,65,56,63,50,53,61,55,43,42,67,46,38,57,61,54,57,61,61,58,54,38,43,46
61,51,58,48,46,48,44,59,66,48,44,41,44,53,46,46,50,61,62,54,41,57,47,53,52,41,49,49,50,55,55,40
53,46,51,57,47,45,47,48,52,40,45,53,55,52,39,48,39,38,48,46,60,48,52,65,43,49,54,59,48,46,43,43
48,57,58,56,45,40,63,66,43,56,51,55,52,44,52,58,49,46,53,48,65,52,52,61,46,59,46,48,56,44,63,43
56,60,52,56,42,46,64,51,57,55,55,45,53,45,62,45,58,54,47,55,62,56,44,51,39,50,54,52,41,37,52,55
47,42,59,51,46,53,54,54,49,59,39,46,54,45,44,42,52,52,51,55,53,48,43,56,44,46,43,52,45,45,55,49
51,41,48,49,61,44,48,43,51,50,57,50,51,61,39,54,61,56,33,57,55,50,54,46,48,51,43,63,45,56,47,52
51,61,43,45,37,44,62,49,55,53,47,58,39,57,42,46,65,56,44,51,57,59,66,56,49,63,38,45,51,65,56,54
58,51,44,45,56,63,56,41,45,50,37,68,47,41,59,52,45,56,48,58,41,45,45,43,54,53,42,52,42,47,51,49
50,58,53,63,41,44,52,51,53,56,42,47,43,54,44,52,57,53,63,59,47,46,55,52,43,49,54,51,42,56,46,55
57,55,48,48,47,62,50,54,54,58,48,42,54,45,54,53,58,44,57,47,62,48,46,41,56,51,56,47,58,52,47,43
39,41,51,38,56,49,44,48,53,46,42,65,37,60,64,62,51,48,63,64,72,53,39,47,48,51,40,54,53,53,42,62
42,61,57,45,40,55,42,55,57,43,46,48,58,35,55,55,48,43,45,50,51,51,42,48,57,41,43,63,53,47,40,51
59,60,41,63,50,36,69,43,52,47,62,48,36,42,46,49,46,55,41,65,33,40,57,45,55,49,48,54,56,59,56,59
40,57,39,59,53,41,54,51,52,55,52,50,44,41,38,55,65,32,54,41,55,59,48,47,49,34,46,52,54,59,51,33
62,40,53,52,65,50,42,54,40,49,65,56,68,45,48,58,31,49,62,41,58,47,59,54,52,42,40,51,58,40,61,54
36,47,48,43,58,62,45,43,56,50,56,54,46,46,50,58,51,58,50,48,38,51,60,51,55,61,49,47,41,53,40,45
49,42,43,59,41,52,65,56,59,59,40,51,53,60,50,48,47,41,64,44,55,50,54,42,44,43,60,57,49,43,46,53
42,37,57,51,52,59,59,50,36,48,61,53,48,42,47,41,41,34,54,51,49,64,60,59,36,41,39,39,54,60,59,43
60,51,46,52,39,50,56,40,51,64,61,56,55,46,66,55,52,38,56,39,51,63,53,44,59,35,44,46,59,50,46,47
62,54,60,61,62,58,55,55,48,48,45,43,46,58,53,58,39,44,63,50,47,53,48,50,48,52,64,36,42,59,58,45
64,62,47,61,54,36,44,44,43,57,48,49,45,61,57,59,48,60,53,56,59,50,55,61,59,57,56,58,46,64,36,40
42,44,56,55,59,38,48,44,61,49,51,40,55,46,59,52,41,31,50,42,60,35,59,47,63,55,54,54,54,56,57,55
38,57,45,44,35,62,52,41,58,52,52,49,54,42,47,48,41,63,45,57,62,39,65,35,62,56,38,62,47,60,59,53
45,43,42,60,33,58,43,45,29,57,59,42,41,55,50,43,59,42,45,51,37,42,43,73,46,55,62,47,61,54,33,59
35,42,51,34,55,59,55,50,50,55,38,57,39,43,61,44,35,60,57,50,48,64,39,64,54,51,54,35,54,58,59,47
61,47,58,62,55,56,52,49,41,47,43,55,46,55,62,59,52,45,48,47,43,65,35,52,40,42,74,44,52,46,58,52
38,31,47,57,44,47,49,56,45,42,58,40,45,54,60,50,65,45,54,66,52,54,52,64,57,62,62,65,55,69,58,57
32,37,43,36,62,40,61,61,57,59,40,54,37,46,47,41,44,51,53,53,59,51,66,45,51,49,31,39,41,40,60,43
51,45,43,49,64,37,50,57,61,52,51,57,44,48,58,43,59,51,49,51,42,38,39,42,42,50,67,60,61,50,38,42
55,59,44,71,42,59,59,58,45,43,60,53,57,50,63,41,42,45,61,38,56,57,40,30,55,49,42,56,51,50,35,56
49,36,65,38,38,43,58,52,57,53,48,51,56,52,65,43,38,46,42,58,55,45,46,42,52,43,47,44,53,55,52,46
55,34,45,56,71,57,54,56,59,49,62,51,49,49,67,51,33,56,45,59,63,44,30,65,52,48,62,56,40,43,52,57
59,34,35,43,40,63,61,47,51,43,56,54,57,62,66,51,63,61,55,61,62,54,71,35,54,41,42,48,56,42,53,39
56,49,40,50,65,62,53,50,54,52,58,46,56,44,49,58,72,57,59,54,35,52,46,53,50,55,51,49,36,38,51,46
57,50,56,58,62,58,58,49,37,65,48,59,58,47,70,44,39,43,54,54,61,52,47,53,47,58,51,50,62,43,55,53
67,48,54,45,32,78,44,41,39,55,53,53,50,50,48,52,31,61,68,48,44,47,62,47,48,42,37,48,54,46,71,64
48,63,40,40,53,48,57,53,36,61,49,42,48,56,52,45,44,38,41,51,36,51,38,45,58,58,72,47,45,38,57,53
51,56,44,64,48,48,44,49,63,53,52,46,52,56,47,44,51,65,61,47,72,60,29,62,54,38,37,53,55,46,40,61
57,50,57,62,49,54,45,44,62,47,52,58,40,44,52,43,49,63,64,49,66,52,42,64,47,54,66,47,63,59,48,50
36,53,67,48,45,48,40,50,66,48,61,61,42,51,58,61,41,62,33,58,38,61,43,41,54,40,71,48,40,54,39,57
59,49,66,48,49,52,54,53,67,47,61,53,49,50,42,62,51,51,51,53,53,51,47,28,42,61,56,56,46,48,47,45
44,49,34,53,46,51,42,46,53,47,49,40,50,51,40,48,47,46,54,35,48,56,43,53,45,50,45,56,44,35,37,39
49,57,42,55,47,44,43,56,54,55,46,52,53,47,56,36,47,61,52,50,54,48,57,51,45,52,49,59,53,48,53,45
58,35,56,60,67,48,58,49,38,48,43,53,50,55,45,46,41,55,49,48,47,44,65,53,50,59,50,55,59,59,36,45
38,65,50,53,50,51,64,56,54,62,53,58,42,56,51,45,44,73,57,42,54,57,51,46,56,47,52,43,52,60,47,48
62,38,60,49,50,63,43,45,52,59,40,43,58,60,52,53,52,30,49,47,58,55,49,46,57,53,60,49,46,65,31,46
42,32,54,50,49,46,58,48,33,50,55,40,44,45,53,44,50,53,53,43,54,44,52,60,55,50,51,58,48,48,44,52
61,40,48,48,60,56,63,53,39,55,48,55,52,57,48,48,50,44,53,49,46,43,41,39,47,44,52,43,44,44,51,48
43,63,57,52,53,45,41,54,60,62,45,51,61,58,41,57,54,52,62,61,57,53,47,44,49,48,41,34,51,51,54,43
48,51,58,43,52,46,47,58,49,58,62,43,53,53,43,57,63,49,64,55,49,42,54,51,55,52,58,43,41,57,53,62
34,66,50,53,52,52,51,43,56,56,46,50,65,49,50,49,44,64,50,38,38,54,54,55,56,48,55,58,61,40,40,49
58,55,40,64,59,52,63,64,50,49,35,48,52,49,61,49,62,63,48,57,51,63,53,33,49,45,48,51,36,60,47,47
53,53,37,59,61,56,52,57,55,54,46,57,52,55,44,62,54,44,49,56,49,46,60,49,44,48,52,45,62,53,51,52
50,49,51,51,47,51,48,44,36,49,71,50,47,50,40,43,46,47,45,48,50,54,53,38,50,50,57,49,40,54,34,56
31,54,51,66,52,52,59,48,41,48,56,44,50,34,36,45,51,39,56,52,56,62,54,42,42,65,67,52,48,51,57,44
43,56,44,55,50,63,53,43,54,42,46,56,40,52,40,44,45,46,45,47,59,50,45,60,43,34,54,52,44,53,55,53
53,44,57,42,60,49,53,49,43,54,45,53,56,56,52,44,56,50,41,59,61,42,47,51,43,62,53,52,37,59,47,60
41,43,39,65,39,67,44,46,44,66,45,48,45,62,55,44,48,45,51,53,54,40,57,51,50,53,51,47,57,50,40,54
46,53,48,50,59,42,47,39,46,59,48,57,54,55,41,46,49,55,53,60,41,50,52,48,58,58,34,50,44,53,45,41
38,51,41,47,48,54,38,49,57,53,56,53,46,60,49,53,48,51,54,43,54,55,47,66,48,45,42,37,42,53,51,39
40,50,49,46,52,52,56,58,49,56,39,41,49,52,43,52,49,57,55,47,55,47,50,50,44,34,62,53,53,39,42,45
50,47,54,52,58,53,57,57,56,58,50,54,51,44,66,47,40,53,57,47,49,54,56,55,59,62,53,35,45,28,48,47
37,46,42,56,58,43,56,54,61,45,56,38,52,39,52,57,49,53,50,58,51,48,44,38,62,61,49,55,46,61,54,67
52,54,57,43,58,53,57,52,52,46,55,54,59,48,53,48,59,62,54,40,61,55,50,63,59,44,50,47,43,49,48,60
49,47,54,59,46,57,43,40,46,45,48,46,47,29,56,58,58,47,55,60,63,49,57,54,55,48,59,40,51,54,47,52
58,54,64,61,33,56,51,51,47,56,62,59,68,54,47,46,55,48,40,44,56,47,46,54,60,52,41,61,58,54,35,47
59,46,50,53,45,50,43,44,48,52,54,52,58,59,54,41,47,53,40,55,54,42,65,52,50,50,35,40,45,45,49,51
50,47,48,37,52,42,59,62,47,51,54,51,42,60,65,50,61,47,52,40,62,50,53,55,54,52,55,44,62,43,43,58
40,61,53,39,52,51,36,57,46,47,46,55,53,42,52,55,47,43,58,40,51,36,45,56,48,44,54,58,56,51,39,50
53,47,55,57,49,53,53,49,49,47,45,29,48,51,60,47,49,53,46,48,41,45,43,44,54,41,62,51,47,55,53,60
63,47,56,44,36,42,46,59,63,57,53,51,42,54,56,58,55,40,43,63,46,56,47,52,43,67,41,42,56,56,42,47
63,58,46,53,48,46,42,57,52,36,53,40,38,45,50,37,52,54,34,55,49,58,43,69,46,47,61,62,39,64,59,53
50,65,62,49,41,48,54,49,41,51,59,47,64,58,41,51,50,46,55,47,44,45,58,53,61,35,44,60,49,39,49,62
45,58,52,59,63,46,43,48,42,55,50,44,56,66,67,53,47,49,53,44,54,59,50,41,47,54,46,51,54,43,55,53
56,49,59,46,68,41,35,53,49,62,55,37,55,55,58,47,54,41,48,59,52,52,54,48,57,60,42,44,53,47,42,51
52,46,63,42,58,51,55,53,54,46,59,49,57,58,36,68,58,53,60,41,60,59,40,49,55,56,58,62,53,49,42,57
51,59,44,52,47,62,53,53,58,56,42,51,43,48,62,58,54,52,45,53,31,48,50,53,54,47,40,46,58,56,53,57
61,43,50,47,42,54,41,46,53,66,41,49,61,51,58,48,53,44,45,51,48,42,40,51,48,41,55,60,55,38,63,45
54,58,45,39,54,33,42,55,47,46,50,56,48,40,31,53,58,53,51,47,57,46,55,47,52,50,41,43,55,52,42,57
55,66,35,40,55,58,38,63,52,34,54,46,60,45,53,44,52,43,43,47,48,62,50,65,61,56,55,59,47,50,49,46
47,50,50,43,53,48,47,62,31,55,47,44,59,57,46,47,46,42,52,52,64,38,50,56,44,60,44,53,55,48,60,45
48,62,40,48,51,46,45,58,52,43,57,56,52,39,42,59,46,49,41,53,52,49,46,42,41,55,47,56,52,57,53,50
43,61,52,43,56,48,38,53,60,35,54,42,54,48,51,41,53,50,45,40,45,53,44,54,54,52,57,57,57,59,50,54
45,63,59,46,58,50,52,60,43,35,53,48,52,35,51,62,46,48,42,57,37,41,48,41,54,47,41,57,50,40,60,42
55,57,54,62,48,54,52,47,58,40,58,45,53,37,53,42,58,45,47,52,53,37,48,46,44,50,43,58,56,45,48,56
63,43,51,51,48,48,42,53,47,52,60,43,43,42,48,34,54,57,42,59,67,39,61,54,51,70,39,43,38,34,44,46
62,38,56,52,45,52,56,51,43,51,50,56,47,48,55,48,58,43,50,44,43,59,64,47,49,66,43,65,63,63,43,56
49,35,61,46,54,42,56,51,39,47,56,52,52,60,49,53,53,49,62,58,42,46,39,51,46,42,56,60,62,45,57,50
58,47,47,47,44,54,37,44,55,43,44,52,51,51,55,61,48,49,65,57,34,56,62,45,45,60,57,37,57,40,64,49
40,55,60,55,48,37,59,47,54,43,43,46,44,46,48,57,60,60,61,52,49,67,55,42,62,64,32,53,58,54,50,55
61,33,35,56,52,43,38,61,50,37,48,51,37,43,41,53,58,41,35,56,41,48,51,34,44,46,66,51,40,35,47,38
43,34,60,53,53,64,48,40,63,39,50,52,54,55,43,52,57,65,42,41,38,67,63,51,55,41,43,51,46,33,53,57
65,33,56,56,40,42,39,53,60,34,46,51,39,67,55,52,46,62,64,41,56,39,36,37,38,33,59,45,55,35,43,59
56,42,50,52,55,49,56,57,49,48,46,46,45,55,48,39,50,62,40,61,30,47,58,52,53,29,69,49,59,67,53,48
64,46,59,59,57,48,36,58,43,64,55,43,48,52,55,55,48,44,40,40,54,47,53,53,45,48,38,58,44,52,51,51
57,45,52,49,46,56,55,44,57,36,52,49,54,58,36,55,34,38,35,44,35,44,43,47,44,33,37,43,41,51,65,62
40,63,59,51,45,55,34,55,56,50,56,43,45,46,52,56,54,44,62,42,38,53,55,43,55,48,36,60,55,55,52,58
50,52,53,56,61,39,58,41,47,41,69,48,40,49,58,46,51,60,41,56,41,52,43,46,58,69,36,52,44,54,39,50
55,44,39,43,46,53,63,53,48,67,54,42,58,64,43,42,42,52,50,42,54,53,62,41,51,59,30,47,61,52,61,40
42,54,55,54,56,53,50,48,51,35,60,53,50,62,37,51,56,51,52,43,47,48,48,42,46,43,48,38,48,42,44,56
47,50,51,52,47,44,52,58,45,65,50,45,51,40,55,49,48,54,50,58,34,50,57,45,41,45,73,40,60,53,53,48
51,60,47,51,41,55,59,59,55,38,51,52,49,56,50,40,51,43,59,45,34,59,58,55,49,45,25,45,45,34,60,51
52,46,47,44,57,44,51,47,52,36,53,61,56,51,48,53,51,65,53,57,25,58,55,41,57,51,31,62,47,68,51,47
37,62,57,59,32,59,54,51,52,45,46,45,46,48,49,44,48,68,52,40,59,53,44,38,57,54,48,52,46,46,32,55
59,57,55,50,40,50,51,49,47,42,44,52,50,55,43,54,34,49,47,52,43,63,40,49,44,59,58,63,36,62,58,64
52,64,41,55,45,47,49,41,47,49,64,52,50,38,33,54,43,54,53,59,51,38,33,47,42,51,53,57,42,60,51,48
56,40,49,57,63,40,44,39,58,53,45,46,40,57,52,47,44,64,38,59,43,56,63,54,45,61,54,44,53,56,56,40
37,64,44,43,55,55,48,44,53,51,53,35,47,48,47,49,43,64,53,49,52,47,71,61,53,54,52,47,44,32,45,48
49,45,46,48,50,50,51,56,54,45,46,56,43,58,41,54,49,49,39,43,47,54,52,56,46,39,51,47,57,68,49,56
39,54,56,41,47,42,49,54,52,57,62,44,56,61,55,64,54,49,69,46,41,61,46,62,41,69,58,52,60,48,44,51
55,45,45,41,48,66,45,40,45,56,44,61,52,44,35,57,39,57,51,49,56,63,52,35,52,52,35,49,46,55,45,44
39,48,42,56,48,53,44,47,46,47,49,48,52,35,49,40,63,55,39,55,46,64,43,42,52,61,48,53,48,48,46,42
56,51,46,36,53,54,35,50,47,55,56,48,42,48,48,48,44,41,53,41,55,54,46,59,45,59,51,43,41,43,33,56
54,47,56,48,65,47,60,55,47,42,41,50,46,51,54,37,56,51,58,53,58,61,54,47,58,46,64,46,32,58,49,55
41,46,44,54,53,46,34,51,54,62,39,59,40,43,53,55,42,58,51,51,49,50,53,41,58,51,48,52,52,52,59,52
53,52,59,54,48,28,55,57,49,44,47,54,37,43,42,51,44,51,66,52,53,49,51,49,48,41,53,44,63,45,47,67
51,64,40,46,53,58,50,55,49,47,63,49,56,53,45,49,47,59,50,57,50,48,57,54,51,48,53,55,51,54,52,49
45,38,54,45,53,54,48,39,59,65,57,52,50,59,51,46,63,53,49,54,48,42,56,53,42,55,53,56,42,43,40,35
47,45,49,51,71,49,52,41,50,53,55,41,55,49,56,46,60,61,49,57,39,40,55,49,57,52,50,60,46,34,44,44
39,56,42,38,43,46,53,51,48,46,55,62,64,39,49,46,56,50,45,47,50,49,44,43,61,47,50,62,45,41,52,51
